5.94,1.08005
5.92,1.08272
5.9,1.06737
5.88,1.0528
5.86,1.07963
5.84,1.08981
5.82,1.08078
5.8,1.06278
5.78,1.05464
5.76,1.06622
5.74,1.10194
5.72,1.09937
5.7,1.08267
5.68,1.07663
5.66,1.07428
5.64,1.06105
5.62,1.09024
5.6,1.09537
5.58,1.08385
5.56,1.11426
5.54,1.11326
5.52,1.10862
5.5,1.08549
5.48,1.10836
5.46,1.11508
5.44,1.13084
5.42,1.11765
5.4,1.10609
5.38,1.10834
5.36,1.13486
5.34,1.10441
5.32,1.1108
5.3,1.13808
5.28,1.11423
5.26,1.14183
5.24,1.1341
5.22,1.13124
5.2,1.13615
5.18,1.14665
5.16,1.15073
5.14,1.15604
5.12,1.1448
5.1,1.14642
5.08,1.12426
5.06,1.16094
5.04,1.16912
5.02,1.15343
5,1.14281
4.98,1.16832
4.96,1.14671
4.94,1.17861
4.92,1.15884
4.9,1.17079
4.88,1.18946
4.86,1.17939
4.84,1.20254
4.82,1.18858
4.8,1.20918
4.78,1.18993
4.76,1.21045
4.74,1.20616
4.72,1.20285
4.7,1.20801
4.68,1.21846
4.66,1.22221
4.64,1.237
4.62,1.24635
4.6,1.2523
4.58,1.25447
4.56,1.24381
4.54,1.27167
4.52,1.25134
4.5,1.29014
4.48,1.27266
4.46,1.28592
4.44,1.30039
4.42,1.28352
4.4,1.30438
4.38,1.3117
4.36,1.31849
4.34,1.34363
4.32,1.32986
4.3,1.33623
4.28,1.34925
4.26,1.35299
4.24,1.33686
4.22,1.3639
4.2,1.36788
4.18,1.39694
4.16,1.39578
4.14,1.38848
4.12,1.4004
4.1,1.41079
4.08,1.45067
4.06,1.43338
4.04,1.44903
4.02,1.44202
4,1.48661
3.98,1.45744
3.96,1.4755
3.94,1.47497
3.92,1.50239
3.9,1.51152
3.88,1.49324
3.86,1.51952
3.84,1.53099
3.82,1.54538
3.8,1.54217
3.78,1.54689
3.76,1.5631
3.74,1.56943
3.72,1.57261
3.7,1.58396
3.68,1.59261
3.66,1.59914
3.64,1.62901
3.62,1.61234
3.6,1.61921
3.58,1.64172
3.56,1.63589
3.54,1.64665
3.52,1.63766
3.5,1.64413
3.48,1.64127
3.46,1.65488
3.44,1.66206
3.42,1.66336
3.4,1.66788
3.38,1.65967
3.36,1.65286
3.34,1.66962
3.32,1.66159
3.3,1.66834
3.28,1.65267
3.26,1.64812
3.24,1.6574
3.22,1.64251
3.2,1.64617
3.18,1.63327
3.16,1.61139
3.14,1.61445
3.12,1.60998
3.1,1.61472
3.08,1.59423
3.06,1.57026
3.04,1.59219
3.02,1.56134
3,1.55146
2.98,1.53566
2.96,1.53109
2.94,1.51501
2.92,1.49961
2.9,1.48558
2.88,1.4731
2.86,1.43863
2.84,1.41678
2.82,1.41614
2.8,1.38427
2.78,1.36406
2.76,1.33182
2.74,1.31668
2.72,1.30033
2.7,1.28341
2.68,1.2628
2.66,1.23659
2.64,1.21426
2.62,1.18751
2.6,1.16363
2.58,1.12918
2.56,1.1308
2.54,1.09533
2.52,1.09236
2.5,1.04897
2.48,1.03855
2.46,1.00694
2.44,0.99159
2.42,0.95281
2.4,0.93769
2.38,0.93562
2.36,0.90213
2.34,0.88963
2.32,0.85188
2.3,0.8388
2.28,0.82354
2.26,0.80155
2.24,0.78516
2.22,0.75327
2.2,0.72694
2.18,0.70554
2.16,0.68664
2.14,0.67792
2.12,0.68388
2.1,0.64933
2.08,0.62806
2.06,0.60633
2.04,0.59469
2.02,0.57456
2,0.55727
1.98,0.53449
1.96,0.52651
1.94,0.50854
1.92,0.51052
1.9,0.48304
1.88,0.46537
1.86,0.44966
1.84,0.44548
1.82,0.42166
1.8,0.40557
1.78,0.41578
1.76,0.39432
1.74,0.39366
1.72,0.35821
1.7,0.33594
1.68,0.36813
1.66,0.33778
1.64,0.31835
1.62,0.30739
1.6,0.31834
1.58,0.30234
1.56,0.28071
1.54,0.28721
1.52,0.27496
1.5,0.26208
1.48,0.2379
1.46,0.24901
1.44,0.23701
1.42,0.21862
1.4,0.22239
1.38,0.22216
1.36,0.22089
1.34,0.21765
1.32,0.20713
1.3,0.17993
1.28,0.19266
1.26,0.19544
1.24,0.18606
1.22,0.17803
1.2,0.16953
1.18,0.15108
1.16,0.17956
1.14,0.14987
1.12,0.14995
1.1,0.15441
1.08,0.13833
1.06,0.14055
1.04,0.13284
1.02,0.12623
1,0.12624
0.98,0.12927
0.96,0.12866
0.94,0.12024
0.92,0.12604
0.9,0.12306
0.88,0.12496
0.86,0.11358
0.84,0.11025
0.82,0.09565
0.8,0.1263
0.78,0.08643
0.76,0.10569
0.74,0.09355
0.72,0.10886
0.7,0.08943
0.68,0.09582
0.66,0.08937
0.64,0.11353
0.62,0.10082
0.6,0.10027
0.58,0.08265
0.56,0.08991
0.54,0.10397
0.52,0.11253
0.5,0.10661
0.48,0.08971
0.46,0.10132
0.44,0.10049
0.42,0.08905
0.4,0.09629
0.38,0.08159
0.36,0.10372
0.34,0.08234
0.32,0.09814
0.3,0.08211
0.28,0.09122
0.26,0.09636
0.24,0.07344
0.22,0.10055
0.2,0.08617
0.18,0.07731
0.16,0.0921
0.14,0.08571
0.12,0.08919
0.1,0.08556
0.08,0.09259
0.06,0.0964
0.04,0.09044
0.02,0.08314
-8.33E-15,0.09915
-0.02,0.08528
-0.04,0.08559
-0.06,0.08722
-0.08,0.08717
-0.1,0.09186
-0.12,0.09542
-0.14,0.07767
-0.16,0.08931
-0.18,0.08613
-0.2,0.09855
-0.22,0.08907
-0.24,0.09426
-0.26,0.10664
-0.28,0.07222
-0.3,0.08382
-0.32,0.07988
-0.34,0.0942
-0.36,0.09207
-0.38,0.07149
-0.4,0.10302
-0.42,0.08571
-0.44,0.08156
-0.46,0.10486
-0.48,0.09726
-0.5,0.08171
-0.52,0.09474
-0.54,0.09197
-0.56,0.10198
-0.58,0.09055
-0.6,0.09415
-0.62,0.11115
-0.64,0.11472
-0.66,0.09809
-0.68,0.09163
-0.7,0.08731
-0.72,0.10654
-0.74,0.11882
-0.76,0.11423
-0.78,0.09369
-0.8,0.10561
-0.82,0.10908
-0.84,0.10641
-0.86,0.10816
-0.88,0.10855
-0.9,0.11987
-0.92,0.11465
-0.94,0.11686
-0.96,0.13266
-0.98,0.12209
-1,0.11257
-1.02,0.13168
-1.04,0.14512
-1.06,0.13531
-1.08,0.14827
-1.1,0.15415
-1.12,0.14014
-1.14,0.15985
-1.16,0.173
-1.18,0.17374
-1.2,0.16762
-1.22,0.17443
-1.24,0.18703
-1.26,0.19264
-1.28,0.19151
-1.3,0.19973
-1.32,0.206
-1.34,0.2001
-1.36,0.22644
-1.38,0.23652
-1.4,0.22258
-1.42,0.2554
-1.44,0.25476
-1.46,0.24368
-1.48,0.24461
-1.5,0.27008
-1.52,0.2793
-1.54,0.27767
-1.56,0.30885
-1.58,0.30576
-1.6,0.32438
-1.62,0.32778
-1.64,0.34812
-1.66,0.34555
-1.68,0.37821
-1.7,0.37017
-1.72,0.39493
-1.74,0.38919
-1.76,0.41824
-1.78,0.42277
-1.8,0.42901
-1.82,0.45255
-1.84,0.46291
-1.86,0.4789
-1.88,0.48808
-1.9,0.49027
-1.92,0.52251
-1.94,0.53606
-1.96,0.57773
-1.98,0.56798
-2,0.58941
-2.02,0.6003
-2.04,0.61959
-2.06,0.6453
-2.08,0.65107
-2.1,0.68388
-2.12,0.70101
-2.14,0.71293
-2.16,0.74541
-2.18,0.75769
-2.2,0.78274
-2.22,0.79273
-2.24,0.81894
-2.26,0.83324
-2.28,0.86474
-2.3,0.87208
-2.32,0.89623
-2.34,0.93323
-2.36,0.94593
-2.38,0.96414
-2.4,1.00345
-2.42,1.03367
-2.44,1.04023
-2.46,1.04276
-2.48,1.0712
-2.5,1.08948
-2.52,1.11719
-2.54,1.14391
-2.56,1.16701
-2.58,1.18343
-2.6,1.21712
-2.62,1.23638
-2.64,1.2455
-2.66,1.26525
-2.68,1.28767
-2.7,1.3032
-2.72,1.32126
-2.74,1.33295
-2.76,1.36931
-2.78,1.39595
-2.8,1.40109
-2.82,1.42142
-2.84,1.40818
-2.86,1.44653
-2.88,1.44423
-2.9,1.47971
-2.92,1.50645
-2.94,1.48777
-2.96,1.50935
-2.98,1.51178
-3,1.50609
-3.02,1.55032
-3.04,1.56447
-3.06,1.55818
-3.08,1.56893
-3.1,1.56981
-3.12,1.58837
-3.14,1.60135
-3.16,1.5757
-3.18,1.59639
-3.2,1.59726
-3.22,1.5921
-3.24,1.59601
-3.26,1.5912
-3.28,1.5865
-3.3,1.60593
-3.32,1.59243
-3.34,1.59182
-3.36,1.60921
-3.38,1.59569
-3.4,1.58265
-3.42,1.61523
-3.44,1.57983
-3.46,1.58096
-3.48,1.57662
-3.5,1.58733
-3.52,1.56653
-3.54,1.57575
-3.56,1.54694
-3.58,1.56581
-3.6,1.53802
-3.62,1.52974
-3.64,1.53188
-3.66,1.50199
-3.68,1.50772
-3.7,1.50902
-3.72,1.51394
-3.74,1.50151
-3.76,1.48776
-3.78,1.47248
-3.8,1.48181
-3.82,1.47265
-3.84,1.46003
-3.86,1.43817
-3.88,1.4376
-3.9,1.42998
-3.92,1.41969
-3.94,1.43924
-3.96,1.40915
-3.98,1.40868
-4,1.40458
-4.02,1.38477
-4.04,1.39196
-4.06,1.37111
-4.08,1.36445
-4.1,1.36743
-4.12,1.34105
-4.14,1.33154
-4.16,1.33464
-4.18,1.30546
-4.2,1.30588
-4.22,1.29544
-4.24,1.30996
-4.26,1.28065
-4.28,1.26546
-4.3,1.28557
-4.32,1.25648
-4.34,1.26147
-4.36,1.25413
-4.38,1.25374
-4.4,1.23482
-4.42,1.24262
-4.44,1.23213
-4.46,1.23585
-4.48,1.21023
-4.5,1.21927
-4.52,1.1988
-4.54,1.21207
-4.56,1.18878
-4.58,1.17945
-4.6,1.18361
-4.62,1.19899
-4.64,1.18976
-4.66,1.19056
-4.68,1.18798
-4.7,1.1745
-4.72,1.15663
-4.74,1.15904
-4.76,1.16624
-4.78,1.13376
-4.8,1.15926
-4.82,1.13019
-4.84,1.15065
-4.86,1.13511
-4.88,1.1289
-4.9,1.11002
-4.92,1.12942
-4.94,1.10888
-4.96,1.11204
-4.98,1.11949
-5,1.11086
-5.02,1.09981
-5.04,1.1139
-5.06,1.10045
-5.08,1.09869
-5.1,1.09234
-5.12,1.10116
-5.14,1.07441
-5.16,1.09083
-5.18,1.08437
-5.2,1.08797
-5.22,1.08596
-5.24,1.07861
-5.26,1.0664
-5.28,1.06093
-5.3,1.06567
-5.32,1.05975
-5.34,1.08173
-5.36,1.06893
-5.38,1.05996
-5.4,1.05565
-5.42,1.07792
-5.44,1.05582
-5.46,1.05801
-5.48,1.055
-5.5,1.05453
-5.52,1.0441
-5.54,1.03687
-5.56,1.06441
-5.58,1.03076
-5.6,1.07036
-5.62,1.03137
-5.64,1.05308
-5.66,1.03154
-5.68,1.01206
-5.7,1.03324
-5.72,1.03269
-5.74,1.02327
-5.76,1.04719
-5.78,1.05106
-5.8,1.02178
-5.82,1.01999
-5.84,1.03567
-5.86,1.02533
-5.88,1.01083
-5.9,1.03497
-5.92,1.01607
-5.94,1.03371
-5.96,1.0273
-5.98,1.00043
-6,1.03361
-6.02,1.03995
-6.04,0.99594
-6.06,1.02676
-6.08,1.00434
-6.1,0.98909
-6.12,1.01891
-6.14,1.02239
-6.16,1.00546
-6.18,1.02899
-6.2,1.00115
-6.22,1.00606
-6.24,1.0052
-6.26,1.02187
-6.28,1.01824
-6.3,0.97853
-6.32,1.00965
-6.34,0.96908
-6.36,1.01169
-6.38,1.01987
-6.4,1.02832
-6.42,0.98802
-6.44,1.01054
-6.46,1.00453
-6.48,1.02207
-6.5,0.99947
-6.52,0.98943
-6.54,0.97074
-6.56,1.00852
-6.58,1.00349
-6.6,1.02112
-6.62,0.98481
-6.64,1.00887
-6.66,1.0073
-6.68,1.01319
-6.7,0.98687
-6.72,0.98603
-6.74,0.99737
-6.76,1.00037
-6.78,0.98064
-6.8,0.99837
-6.82,0.99382
-6.84,1.01014
-6.86,1.0085
-6.88,0.99545
-6.9,0.97741
-6.92,0.97916
-6.94,0.97356
-6.96,0.99199
-6.98,0.98464
-7,0.98133
-7.02,0.99986
-7.04,0.98991
-7.06,0.97324
-7.08,0.98321
-7.1,0.9866
-7.12,0.98153
-7.14,1.00763
-7.16,0.9976
-7.18,0.99464
-7.2,1.01188
-7.22,0.97709
-7.24,0.9758
-7.26,0.98647
-7.28,0.99312
-7.3,0.97862
-7.32,0.96454
-7.34,0.97795
-7.36,0.99522
-7.38,0.98341
-7.4,0.96079
-7.42,0.98215
-7.44,1.00679
-7.46,0.96243
-7.48,0.95351
-7.5,0.96273
-7.52,0.9751
-7.54,0.97053
-7.56,0.9701
-7.58,0.99111
-7.6,1.01592
-7.62,0.99215
-7.64,0.98918
-7.66,0.97616
-7.68,0.98587
-7.7,0.99391
-7.72,1.00491
-7.74,0.98277
-7.76,0.99227
-7.78,0.98852
-7.8,0.95384
-7.82,0.98047
-7.84,0.98777
-7.86,0.98941
-7.88,0.9741
-7.9,0.96845
-7.92,0.9888
-7.94,0.99658
-7.96,0.9739
-7.98,0.9766
-8,0.98335
-8.02,0.98881
-8.04,0.97826
-8.06,0.98678
-8.08,0.97666
-8.1,0.96732
-8.12,1.0031
-8.14,0.97534
-8.16,0.97408
-8.18,0.99036
-8.2,0.96259
-8.22,0.96801
-8.24,1.00262
-8.26,0.9931
-8.28,0.99279
-8.3,0.95352
-8.32,0.94119
-8.34,0.97429
-8.36,0.97903
-8.38,0.95481
-8.4,0.9785
-8.42,0.97853
-8.44,0.95355
-8.46,0.98844
-8.48,0.97868
-8.5,1.00043
-8.52,0.97937
-8.54,0.94084
-8.56,0.9405
-8.58,0.94208
-8.6,0.97705
-8.62,0.97959
-8.64,0.95457
-8.66,0.97621
-8.68,0.94627
-8.7,0.96759
-8.72,0.97121
-8.74,0.98521
-8.76,0.99239
-8.78,0.93809
-8.8,0.97331
-8.82,0.9661
-8.84,0.9906
-8.86,0.97986
-8.88,0.99009
-8.9,0.92368
-8.92,0.99814
-8.94,0.99534
-8.96,0.93953
-8.98,0.95749
-9,0.95811
-9.02,0.99258
-9.04,0.96093
-9.06,0.97675
-9.08,0.99659
-9.1,0.99782
-9.12,0.9707
-9.14,0.98285
-9.16,0.98771
-9.18,0.95962
-9.2,0.94287
-9.22,0.92902
-9.24,0.99351
-9.26,0.99577
-9.28,0.96701
-9.3,0.95874
-9.32,0.97642
-9.34,0.96482
-9.36,0.96668
-9.38,0.97925
-9.4,0.97939
-9.42,0.95282
-9.44,0.99335
-9.46,0.94245
-9.48,0.98822
-9.5,0.99296
-9.52,0.97589
-9.54,0.95836
-9.56,0.98709
-9.58,0.96459
-9.6,0.97692
-9.62,0.96052
-9.64,0.9689
-9.66,0.97657
-9.68,0.96187
-9.7,0.96383
-9.72,0.98325
-9.74,0.95892
-9.76,0.94809
-9.78,0.97275
-9.8,0.97039
-9.82,0.96661
-9.84,0.95817
-9.86,0.97247
-9.88,0.94939
-9.9,0.95145
-9.92,0.97468
-9.94,0.99209
-9.96,0.94758
-9.98,0.96158
-10,0.97998
